ID,kategori,isi_laporan,sentimen
185,Psikis,Orang tua saya sering memaksa saya untuk memakai pakaian laki-laki padahal saya adalah seorang perempuan,High
186,Psikis,Orang tua saya kerap kali memaksa saya untuk belajar penuh dan tidak akan memberikan makan jika tidak belajar,Low
187,Psikis,Anak tetangga sering mengeluh dipaksa belajar oleh kedua orang tuanya. Biasanya ia hanya istirahat untuk makan. Dia dilarang bermain sama teman-temannya,High
188,Psikis,Saya sering dimaki-maki ibu saya jika tidak melaksanakan pekerjaan dengan benar. Ia juga suka merendahkan saya,High
189,Psikis,"Saya takut dengan bapak saya. Dia selalu memiliki tatapan merendahkan setiap bertemu saya. Setelah saya telusuri, ternyata saya bukanlah anak kandungnya. Saya adalah anak diluar hamil ibu dengan laki-laki lain.",Low
190,Psikis,"Karena pacar saya populer dan tampan, saya sering dibully oleh perempuan-perempuan di kelas. Mereka menyuruh saya putus dan mulai merendahkan saya",Low
191,Psikis,"Pacark saya ini cantik. Mungkin karena itu dia dibully oleh teman sekelasnya, apalagi tahu bahwa ia ternyata memiliki pacar. Teman-temannya memandang pacar saya dengan tatapan tidak suka dan kerap kali merendahkannya dengan mengatakan ""cantik doang gaada otak"" padahal pacar saya sering masuk rangking.",Low
192,Psikis,"Ibu aku bipolar dan suka ngga stabil emosinya. Aku masih SMP dan sering merasa ngga berharga di depannya, soalnya ibu sering ngatain aku anak ngga berguna. Aku sedih banget.",Low
193,Psikis,Menantu sayasangat tidak menghargai saya sebagai menantu. Mungkin karena anak pertamanya saya nikahi. Dia sering mengatai saya mantu tidak berguna dan berucap kata-kata kasar,Low
194,Psikis,Ibu aku suka banget maksa dengan nada yang kasar. Dia ngatain aku ga berguna tapi ngarepin bantuan aku.. Aku benci banget sama ibu,Low
195,Psikis,Saya dibully karena tidak mau memberikan jawaban ujian oleh kelompok anak-anak yang jarang belajar. Saya sering diancam setiap pulang sekolah kalau tidak memberikan jawaban,High
196,Psikis,"Saya gendut dan tidak menarik. Saya sering dibully karena itu, mereka merendahkan saya setiap saya datang ke sekolah",High
197,Psikis,Ayah aku bipolar dan suka membuat ibu merasa tidak berguna. Dia sering memaki ibu hanya berguna sebagai pembantu dan pemuas nafsu saja. Ibuku sangat sedih hingga menangis setiap hari.,High
198,Psikis,"Kakak aku Anak Berkebutuhan Khusus, dia sering  dipermainkan oleh teman sekolahnya dan diketawakan karena keterbataasannya",High
199,Psikis,Papa saya suka menyuarakan isi kepalanya tapi kerap kali dengan kata-kata yang kasar,High
200,Psikis,"Tetangga saya benci sekali dengan anaknya. Dia ga segan-segan untuk mukul atau ngata-ngatain anaknya babi, anjing, monyet, dan segala umpatan binatang lainnya",High
201,Psikis,Saya sudah capek dengan perilaku ibu saya yang abusive. Dia tidak pernah sekalipun memberikan rasa kasih sayang pada saya. Sejak kecil saya diasuh oleh nenek. Ibu saya membenci saya karena mengingatkan pada bapak. Bapak sudah lama meninggalkan ibu sejak saya lahir,High
202,Psikis,Saya letih dengan ucapan ibu saya yang terus-terusan menghujat saya karena saya gagal masuk sekolah negeri,High
203,Psikis,"Biasanya aku selalu bareng ibu, tapi semenjak ibu ditinggal ayah tanpa kejelasan, ibu jadi mudah stress dan ngelampiasin semua emosinya ke aku.. aku sedih dan gatau harus bantu gimana.",High
204,Psikis,"Ayah aku suka banget marahin aku dengan kata kasar, emang ngga main tangan sih, tapi kata-katanya nyakitin banget",High
205,Psikis,"Sebelumnya aku pikir ibu ngga kenapa-napa, tapi semenjak ditinggal ayah, ibu jadi semakin emosional dan ngelontarin emosinya ke aku dengan umpatan kasar",High
206,Psikis,Aku sering banget dirasisin temen temen karena kulitnya hitam,High
207,Psikis,Papa saya seringkali menghina saya sebagai anak buangan semenjak mama saya meninggal,High
208,Psikis,Kemarin tetangga saya mempermalukan anak temannya dengan tindakan rasisme. Dia menghina anak tersebut berdasarkan warna kulit yang berbeda dengan ibunya.,Low
209,Psikis,"Sejak kecil, ayah saya tidak menyukai penampilan saya. Warna kulit dan wajah saya berbeda dengan keluarga yang lain. Ayah saya sangat membenci saya dan memaksa saya harus melakukan operasi plastik ketika sudah besar nanti.",High
210,Psikis,"Setelah melahirkan, suami saya tidak pernah peduli dengan saya. Ia bilang fisik saya jelek dan ia tidak suka lagi. Sekarang ia pergi dengan wanita lain. Saya sangat stress akan hal ini",Low
211,Psikis,"Ibu saya baru saja menikah lagi dengan pria luar negeri. Tapi pernikahan mereka tidak harmonis. Kerap kali ibu saya dikatakan kata-kata umpatan setiap kali dia mabuk. Ibu saya dikatai pelacur, bajingan, bodoh, tolol, dan kata-kata menyakitkan lainnya.",High
212,Psikis,Beberapa hari lalu sekolah A memarahi murid dengan membawa-bawa ras. Apakah pantas sekolah TK berbuat demikian?,Low
213,Psikis,Om aku suka berbuat kasar pada mama,High
214,Psikis,Keluarga di sebelah rumah saya tidak main-main dalam memarahi anaknya yang masih TK. Mereka suka mengata-ngatai anaknya tanpa dipikirkan terlebih dahulu dampak kedepannya.,High
215,Psikis,Ayah tiri suka mengatai ibu babi dan saya tidak nyaman ketika dia mengatakannya,High
216,Psikis,Dua hari lalu sekolah A melakukan tindak kekerasan verbal kepada anak didiknya,High
217,Psikis,Bapak saya suka mengintimidasi ibu karena keluarga ibu berasal dari keluarga tidak mampu,Low
218,Psikis,Saya melihat ada pembullyan terhadap suatu kelompok ras di gang bunga nomor 7,Low
219,Psikis,"Sejumlah turis menginap di tempat hotel saya bekerja, namun mereka mendapatkan perlakuan rasis karena warna kulit oleh warga setempat",High
220,Psikis,"Beberapa hari yang lalu, saya melihat seorang wanita menampar nenek di kereta karena tidak mau memberikan kursinya kepadanya",High
221,Psikis,Suami saya tiba-tiba menghilang tanpa berita apapun dan kembali dengan seorang wanita. Ia kembali untuk menceraikan saya. Saya stress memikirkan menafkahi anak saya,High
222,Psikis,Aku stress tinggal bareng ayah dan ibu. Mereka kalau ngomong suka ngga pake perasaan. Aku mau kabur dari rumah,Low
223,Psikis,Suami saya suka berbicara kotor di depan anak,Low
224,Psikis,Suami saya sering mengucapkan kata-kata kasar pada saya dan anak saya. Dia juga sering mengumpat dan mengatai kami,High
225,Psikis,"Suami saya sering mengatai saya anjing, babi, monyet dan segala ucapan kasar lainnya",High
226,Psikis,"Karena pengaruh kantor, suami saya jadi sering mabuk dan mengatai saya dengan umpatan yang kasar",High
227,Psikis,"Suamiku sering mengatai aku sebagai istri yang bodoh, dia juga suka pergi tanpa alasan yang jelas. Setelah hari itu, dia sudah tidak memberikan nafkah lagi. Sekarang saya harus mencari uang untuk anak saya",Low
228,Psikis,Suami saya suka berpergian tanpa kejelasan dan tiba-tiba pulang ingin menceraikan saya,Low
229,Psikis,Suami saya menentang saya untuk berpergian. Dia mengurung saya di dalam rumah membuat saya tidak berdaya dalam melakukan apapun,High
230,Psikis,Suami saya sering merendahkan saya hingga saya merasa tidak berdaya dalam melakukan apapun dengan benar,High
231,Psikis,Suami saya suka melampiaskan kemarahannya dengan saya dengan menggunakan kata umpatan yang sangat kasar,Low
232,Psikis,Suami saya setelah pulang kerja biasanya akan membentak saya. Berkata bahwa ia letih. padahal saya di rumah juga capek mengurus anak dan rumah,Low
233,Psikis,"Suami saya adalah WNA, dan ketika ia tinggal di Indonesia, saya tidak merasa seperti istrinya. Saya hanya melakukan tugas sebagai istri dan apapun yang saya lakukan akan ditentang jika tidak sesuai dengan keinginannya.",Low
234,Psikis,Suami saya tidak menganggap saya seperti istrinya. Dia sangat sensitif dengan masalah uang. Dia berkali-kali meminta saya cerai karena masalah sepele,Low
235,Psikis,Suami saya sering berpergian tanpa informasi dan mengatai saya ketika sedang emosi. Saya tidak merasa disayang maupun dicintai,Low
236,Psikis,Tutur kata suami baru saya sangat buruk terhadap anak saya dengan suami saya yang sebelumnya. Padahal anak saya ini masih kelas Medium SD,Low
237,Psikis,Suami saya sering melakukan kekerasan verbal terhadap ibu saya,Low
238,Psikis,Perlakuan suami saya sering merendahkan keluarga saya yang berada pada keluarga susah,Low
239,Psikis,Tutur kata suami saya tergadap keluarga saya cenderung merendahkan dan membuat malu di hadapan publik. Dia sering meremehkan keluarga saya,Low
240,Psikis,Suami saya perkataannya sungguh jahat terhadap anak saya,Low
241,Psikis,Suami teman saya sering merendahkan fisik teman saya setelah melahirkan,Low
242,Psikis,Terdapat fitnah di kalangan tetangga saya yang mengatakan saya hamil diluar nikah. Saya tidak berani dan tidak tau cara mengatasi fitnah yang tidak benar tersebut,Low
243,Psikis,Aku sering dipanggil monyet sama temen-temen karena bulu di kulit aku lebat. Sakit hati banget dengernya dan aku juga nangis nulis ini. Aku gatau harus gimana buat ngelawan mereka,High
244,Psikis,Suami saya sering merendahkan saya di depan koleganya. Ia juga sedang dekat dengan wanita lain,Low
245,Psikis,Suami saya sudah tidak menafkahi saya semenjak dia pergi ngantor keluar kota. Setelah saya dengar dia ternyata punya istri simpanan di luar kota. Sakit sekali dengarnya. Padahal saya punya Low anak dengan dia,High
246,Psikis,Papa saya sering keluar rumah untuk judi karena tidak suka dengan saya. Saya telah melakukan tindakan asusila dan papa saya sangat marah karena hal itu,Low
247,Psikis,Sahabat saya telah mendapat penganiayaan hingga mentalnya terganggu. Ia harus sering pergi ke psikiater karena adanya KDRT oleh suaminya,High
248,Psikis,"Suami saya sering mengatai saya goblok, tolol, biadab, dan lainnya. Karena saya menikah dengan dia dijodohkan, jadi tidak ada cinta diantara kita. Saya merasa tersiksa setiap harinya",High
249,Psikis,Keponakan saya sering direndahkan teman-temannya karena ia adalah tuna rungu,Low
250,Psikis,"Saya melihat kejadian kekerasan verbal pada anak di khalayak publik. Setelah saya telusuri, ternyata dia adalah tetangga saya. Rumahnya berada di XYZ",High
251,Psikis,Suami saya sering pergi ke diskotik dan pulang mabuk. Saya sering dikatai oleh kata-kata kasar olehnya.,High
252,Psikis,Suami saya sering merendahkan saya karena saya berasal dari kalangan yang tidak punya,High
253,Psikis,Suami saya hingga sekarang tidak memberikan saya nafkah. Dia juga mengancam saya setiap harinya untuk mencari uang.,High
254,Psikis,"Suami saya terus-terusan mabuk dan berjudi sedangkan saya harus kerja keras cari uang. Kalau sudah mabuk dia pasti melampiaskan emosinya pada saya dengan mengatai saya anjing, babi",High
255,Psikis,Suami saya tidak pernah memberikan saya kasih sayang. Dia sangat bengis dan kata-katanya sungguh kasar,Low
256,Psikis,"Di kalangan ibu-ibu beredar gosip bahwa saya adalah istri simpanan. Saya tidak tahu bagaimana cara mengatasinya, setiap hari saya stres dan suami saya jadi percaya oleh gosip tersebut",High
257,Psikis,Anak saya memiliki kepercayaan diri yang rendah karena sering dibully oleh teman-temannya. Dia adalah anak berkebutuhan khusus. Dia sangat pendiam,Low
258,Psikis,"Beberapa hari lalu di supermarket, saya melihat ada bapak-bapak mencuri. Lalu ada anak SD yang melaporkan hal tersebut. Dia membentak anak SD dan mengancam akan membunuhnya jika semua orang tahu. Anak tersebut terlihat sangat trauma",High
259,Psikis,Kakak saya dan pacarnya sering menertawakan saya ,High
260,Psikis,Suami saya jarang pulang dan tidak memberikan saya nafkah. Akhirnya beredar gosip di kalangna tetangga dan saya merasa stress,High
261,Psikis,Anak saya dipermalukan dan direndahkan oleh guru di sekolah Y,High
262,Psikis,Ayah aku suka ngebentak dan ibu aku juga sama,High
263,Psikis,"Sama sekali tidak terpikirkan oleh saya bahwa suami saya berselingkuh dan ketika ia pulang kerumah, dia mengancam akan membunuh saya jika saya memberitahukannya kepada ibunya",High
264,Psikis,Papa dan Mama suka mengatai saya tai. Hal itu membuat saya tidak aman karena mereka juga tidak terlihat sayang pada saya,Low
265,Psikis,Suami saya suka mengatai saya goblok,High
266,Psikis,Beberapa minggu lalu suami saya mengancam akan membunuh saya,High
267,Psikis,Saya seringkali dibully oleh teman-teman karena saya memiliki keterbelakangan mental,Low
268,Psikis,Saya melihat seorang anak diancam akan dibunuh oleh pencuri jika aksi jahatnya dilaporkan,High
269,Psikis,Aku dikatain goblok dan tidak diberikan makan sama mama. Padahal aku ga buat salah apa-apa. Mama selalu mabuk setiap malam,High
270,Psikis,Saya melihat ada ibu hamil dan anaknya dibentak wanita di gerbong kereta. Mereka meminta kursi di priority seat tapi wanita tersebut malah membentak dan berkata bahwa ia letih,Low
271,Psikis,Saya sangat ketakutan jika bertemu dengan guru di sekolah. Dia pernah mencium saya secara tiba-tiba. Padahal kami berbeda Low0 tahun,High
272,Psikis,"Saya selalu dimanfaatkan teman karena keluarga saya dari orang kaya, Ketika saya tidak mau memberikan uang pada mereka, mereka mengancam tidak mau berteman lagi dengan saya. Saya takut tidak punya teman",Low
273,Psikis,"Temen-temen aku ngerendahin aku karena aku tuli. Padahal aku udah make alat bantu di telinga. Mereka ngetawain aku karena pas aku nyoba ngomong, intonasinya menurut mereka aneh",Low
274,Psikis,Saya benci dengan ibu saya karena dia selalu membuat kepercayaan diri saya hilang.,Low
275,Psikis,Saya diasuh oleh tante. Dia sangat benci pada saya karena saya dianggap beban. Tidak jarang dia suka mengatai saya anak sial,Low
276,Seksual,Pacar saya memanfaatkan saya untuk memuaskan birahinya dengan mengancam akan menunjukkan video rekaman saya dengan dia,High
277,Seksual,Anak saya berumur High4 tahun diperkosa gurunya dan anak saya memiliki trauma besar sekarang. Dia tidak mau sekolah,Low
278,Seksual,Pacar saya mengancam akan menyebarkan foto-foto saya tanpa busana jika melaporkan tindakan kasarnya selama ini ke polisi,High
279,Seksual,Saya tidak pernah mau jika diajak berhubungan badan dengan pacar. Suatu hari dia memaksa saya dan mengambil beberapa gambar. Dia mulai menyebarkan gamabr tersebut pada grup teman-temannya. Saya sangat kacau dan takut,Low
280,Seksual,Om saya melakukan pencabulan saat saya berumur HighMedium tahun,High
281,Seksual,Bapak saya pernah melakukan pencabulan pada anak tetangga saat usianya 6 tahun,High
282,Seksual,Perlakuan om saya pada saya terkadang sering bercanda. Namun saya tidak merasa itu bercanda karena dia sering memegang bagian privat saya seperti dada dan bokong,Low
283,Seksual,Orang tua saya menjual saya pada lelaki hidung belang untuk menjadikan saya alat penghasil uang,Low
284,Seksual,Anak tetangga saya saat masih kecil pernah dicabuli oleh staf dari sekolahnya. sekarang ia trauma,High
285,Seksual,Ibu saya melihat pencabulan pada anak di bawah umur di pasar,High
286,Seksual,"Di sekolah Z, saya menemukan kasus pencabulan oleh guru pada muridnya",Low
287,Seksual,Kakak saya sering dipaksa melakukan hubungan badan dengan pacarnya,High
288,Seksual,Aku benci banget sama ayah yang suka megang bagian privat aku. padahal aku udah mau SMA tapi dia mesum.,High
289,Seksual,"Omku sangat dekat denganku sejak kecil. Dia memang suka memegangku, mengelus, dan segala kontak fisik lainnya. Tapi sekarang saya sudah kuliah dan dia masih sering melakukan hal itu. Saya merasa tidak aman",High
290,Seksual,Pacar saya pernah memperkosa saya. Srkarang saya sedang hamil bayi kembar dan dia tidak mau bertanggung jawab,Low
291,Seksual,Saya menemukan seorang anak SD yang dipegang-pegang badannya sama staf di sekolahnya,High
292,Seksual,"Saat ini kakak saya sedang merantau dan ngekos. Saat melihat di dalam kamarnya, saya menemuka banyak celana dalam wanita. Ketika saya tanya di kosannya apakah ada kasus kehilangan celana dalam,mereka mengiyakan. Saya curiga kakak saya yang melakukannya",High
293,Seksual,"Di kosan saya terdapat kasus pencurian celana dalam, dan beberapa hari lalu sang pelaku menuliskan surat ingin melakukan hubungan badan dengan saya. Saya sangat takut dan jijik",High
294,Seksual,"Saya sedang merantau dan tinggal sendirian di jakarta. ketika saya sakit, guru saya datang menjenguk dan tiba tiba mencium saya. Saya mendorongnya dan dia pergi. saya sangat ketakutan",Low
295,Seksual,Saya adalah pramugari di perusahaan Z. Saya sering diancam akan dipecat jika tidak memuaskan nafsu para dirut. Saya sangat takut,Low
296,Seksual,"Di pekerjaan saya, saya selalu diancam akan dipecat jika tidak melakukan hubungan badan dengan boss",Low
297,Seksual,Dosen di kampus saya suka mengancam saya melakukan perilaku seksual jika tidak ingin mendapatkan nilai D,High
298,Seksual,Saya kerapkali diancam oleh guru untuk berhubungan badan jika ingin lulus mata pelajarannya,High
299,Seksual,Aku menggunakan pakaian tertutup jika keluar rumah. Tapi segerombolan laki-laki tiba-tiba melecehkan saya karena dada saya yang besar. saya sangat malu dan ingin menangis.,High
300,Seksual,Kejadian pencabulan oleh anak dibawah umur terjadi siang tadi di dekat rumah saya alamatnya gang B no 4,High
301,Seksual,Lelaki yang saya nikahi ternyata sering memaksa saya untuk melakukan hubungan badan dengan lelaki lain. Saya merasa dipaksa dan takut,High
302,Seksual,Anak laki-laki saya gay. Dia mengaku saat kecil dulu pernah disodomi oleh orang dari salah satu institusi,High
303,Seksual,"Perilaku anak saya terlihat aneh dan ketakutan. Saat saya tanya, ternyata dia habis dipaksa melakukan hubungan badan dengan tentagga",High
304,Seksual,Biadab sekali perilaku tetangga saya. Anak saya masih berumur HighLow tahun tapi dia habis dilecehkan oleh tetangga saya ini. Saya menangis setiap kali mendengar anak saya mengeluh kesakitan,High
305,Seksual,"Pas itu saya pergi keluar rumah untuk bertemu dengan pacar. Setelah pulang ngedate, saya tiba-tiba dikelilingi orang dan dibekam mulutnya, habis itu saya diperkosa ramai-ramai. Saya sangat trauma dan tidak tau harus gimana untuk menghilangkan rasa ketakutan ini",Low
306,Seksual,Bibi saya suka memegang-megang adik saya yang perempuan (adik saya sudah SMA) di bagian privasinya. Saya heran padahal bibi saya perempuan tapi kenapa dia melakukan pelecehan itu pada perempuan juga??,Low
307,Seksual,Sungguh tidak masuk akal anak saya dihamili oleh tetangga saya,Low
308,Seksual,Dulu sekali saya pernah dilecehkan oleh orang tidak dikenal. Sampai sekarang saya masih takut dan tidak berani bersosialisasi dengan laki-laki,Low
309,Seksual,Anak tetangga saya pernah diperkosa oleh ketua RT. Saat itu umurnya masih High4 tahun. Mohon diusut,High
310,Seksual,"Saya benci dengan kakak ipar saya, dia suka menyentuh bagian dada saya dengan sengaja. Padahal saya sudah memperlihatkan ketidaknyamanan yang saya rasakan",Low
311,Seksual,Paman saya suka memasang wajah cabul dan ketika saya tidur saya merasa dia menggerayangi saya,Low
312,Seksual,"Sejak kecil, adik laki-laki saya pernah disodomi saat berada di asrama laki-laki. Sekarang dia sangat ketakutan dan menjadi penyendiri",High
313,Seksual,"Ibu saya terus mengancam saya mencari uang, saya dipaksa menjadi PSK hingga sekarang",Low
314,Seksual,"Saya melihat kejanggalan yang ada di anak tetangga sya. Ternyata dia pernah diperkosa oleh beberapa orang di sekolahnya. Dia terlihat sangat trauma, padahal umurnya masih HighMedium tahun",Low
315,Seksual,Kemarin saya mencoba mencoba mendidik adik saya yang berumur 9 tahun tentang pendidikan seks. Dia mengaku pernah diperkosa oleh gurunya dan sangat takut untuk bercerita,High
316,Seksual,"Saya sering diancam oleh kepala sekolah saya untuk melakukan hubungan badan, jika tidak saya bisa dikeluarkan dari sekolah. Saya tidak punya uang untuk mendaftar di sekolah lain karena di sekolah saya sekarang ini saya dibiayi kepala sekolah",High
317,Seksual,Saya sering dipaksa melakukan hubungan badan dengan om saya,Low
318,Seksual,"Tolong saya, anak saya diperkosa oleh gurunya di sekolah. Dia jadi pendiam dan tidak mau bersosialisasi",High
319,Seksual,Sekolah saya sering terjadi kasus pemerkosaan antara guru dan muridnya. Saya sebagai anak baru menjadi takut untuk melanjutkan sekolah disitu. Buktinya sudah banyak soalnya,Low
320,Seksual,"Adik laki-laki saya ikut asrama laki-laki di SMP Y, ternyata kakak kelasnya banyak yang mesum dan sering ada kasus sodom disitu. Adik saya jadi ketakutan",Low
321,Seksual,Saya sering menemukan kasus pencabulan pada anak-anak di gang sebelah,High
322,Seksual,"Saya hanya tinggal bersama ibu sekarang karena ayah saya sudah meninggal. Saat itu saya sedang keluar rumah untuk urusan bisnis, saat pulang di tengah malam, saya melihat ibu saya diperkosa oleh segerombolan orang tidak dikenal. Ibu saya menangis sesenggukan dan saya melapor polisi. Tapi ibu saya sekarang yang awalnya ceria menjadi sangat pendiam",Low
323,Seksual,"Siang,, pak, bu, tolong, anak saya habis diperkosa oleh tetangga saya. Anak saya padahal masih dibawah umur.. Sekarang dia tidak mau makan dan melanjutkan aktivitas. Setiap hari hanya bisa menangis",Low
324,Seksual,Saya menemukan anak tetangga (perempuan) yang diperkosa setiap malam oleh ketua RT. Saya tidak berani membelanya,Low
325,Seksual,"Sehabis pulang kerja kemarin, saya meninggalkan anak sendirian di rumah. Ternyata ada maling masuk dan sedang melakukan pemerkosaan pada anak saya. Saya menjerit dan anak saya menangis. Anak saya sekarang trauma.. mohon diusut",High
326,Seksual,"Kemarin aku nemu perempuan diikat dan diperkosa oleh segerombolan orang di bawah jembatan. Aku sangat takut.. Akhirnya perempuan tersebut saya hampiri setelah segerombolan orang itu pergi. Dia merasa sangat trauma. Awalnya dia diiming-imingi pekerjaan, tapi ternyata diculik dan diperkosa. Mohon usut penipu tersebut",High
327,Seksual,"Setiap pulang sekolah, saya biasa saya melewati gang yang biasa saya lewati. Tapi kemarin saya bertemu dengan begal payudara. Saya merasa sangat malu dan takut. Saya melihat plat nomor motornya dan menemukan bahwa ia adalah tetangga saya. Saya bingung mau lapor kemana supaya dia dihukum seberat beratnya",High
328,Seksual,Kemarin saya habis dibegal bokong di dekat rumah. Saya sangat malu dan menangis seharian,Low
329,Seksual,Bapak saya sering memperkosa wanita ketika mereka mabuk. Saya sangat takut,High
330,Seksual,Kakak saya sering melakukan pencabulan terhadap pacarnya,High
331,Seksual,"Tolong, ibu saya diperkosa oleh segerombolan pencuri. Mentalnya hancur",Low
332,Seksual,"Saat saya pulang les, saya bertemu dengan begal bokong. Saya malu sekali",High
333,Seksual,"Pada saat adik saya pulang sekolah, ia tiba-tiba dicegat seorang pria dan pria tersebut langsung melakukan masturbasi. Adik saya menangis dan mengaku trauma",High
334,Seksual,Teman saya perempuan. Tapi dia suka memegang dada dan bokong saya. Saya merasa tidak nyaman. Ada rumor juga mengatakan bahwa dia tidak lurus,High
335,Seksual,Saya sering dilecehkan oleh teman laki-laki saya. Saya marah sekali. Mentang-mentang mereka teman saya mereka pikir bisa dengan seenaknya memegang tubuh saya?,Low
336,Seksual,"Kemarin saya bertemu lagi dengan teman SMA yang sudah lama tidak bertemu. Tapi ternyata saya dijebak, saya ditahan dan diperkosa olehnya lalu setelahnya dia kabur",Low
